id	pronunciation	character	tone	rhymeCategory	meanings
2241	요	宎	上	篠	구석;바람이 굴 속을 지날 때 나는 소리
2242	관	官	平	寒	벼슬;관직
2243	복	宓	入	屋	성(姓)
2244	밀	宓	入	質	편안하다;몰래;비밀히
2245	완	宛	上	阮	굽다(曲);구부정하게 하다;굽히다;완연히;마치;움푹 패다;움푹 들어가다;쌓다;저장하다;따르다;순종하다;뒹굴다;성(姓)
2246	원	宛	平	元	나라 이름
2247	원	宛	去	願	작다;작은 모양;언덕;동산;억울하다
2248	의	宜	平	支	마땅하다;알맞다;마땅히;마땅히 ~하여야 한다;화목하다;형편이 좋다;사정이 좋다;아름답다;과연;정말;제사 이름;안주;술안주;거의
2249	정	定	去	徑	정하다;결정하다;편안하게 하다;정리하여 바로 잡다;평정하다;다스려지다;조용해지다;멈추다;그치다;되다;이루어지다;변동하지 않다;귀착하다;반드시;꼭;별 이름;익다;끓다;자다
2250	종	宗	平	冬	마루;일의 근원;사당;종묘;우두머리;제사;제사하다;제사하는 대상;제사·예의 등을 맡은 벼슬;일족;갈래;유파;시조의 적장자;높이다;존숭하는 사람;덕망 있는 조상;조현(朝見)하다;불교 교리
2251	주	宙	去	宥	집;주거;하늘;동량(棟梁);마룻대와 들보;때;무한한 시간
2252	주	宔	上	麌	신주;죽은 사람의 위패
2253	탕	宕	去	漾	방탕하다;방자하게 굴다;거칠다;대범하다;지나치다;통과하다;넓다;크다;광대하다;채석하는 사람;탕건;어둡다;우매하다
2254	횡	宖	平	庚	집이 울리다;편안하다
2255	객	客	入	陌	손;찾아오거나 찾아가거나 한 사람;붙이다;의탁하다;상객(上客);식객(食客);외래자;나그네;여행자;여행;나그네길;떠도는 사람;사람;단골손님;고객;과거;예우하다
2256	선	宣	平	先	베풀다;펴다;생각을 말하다;의사를 밝히다;널리 알리다;임금이 말하다;임금이 하교를 내리다;조서;조칙;떨치다;궁전;밭을 갈다;머리가 세다;통하다;쓰다;사용하다
2257	실	室	入	質	집;건물;거처;아내;칼집;가족;일가;구덩이;무덤;가재(家財);몸;신체;별 이름;장가들다;시집보내다
2258	유	宥	去	宥	용서하다;돕다;보좌하다;권하다;오른쪽;너그럽고 어질다;넓고 깊다;사로잡히다;국한되다
2259	이	宧	平	支	방구석;햇빛이 들어오는 곳;기르다
2260	환	宦	去	諫	벼슬;관직;벼슬아치;벼슬살이하다;배우다;벼슬살이하는 길을 닦다;내시;환관
2261	가	家	平	麻	집;건물;집 안;지아비;남편;아내;처;가정;가족;한 집안의 계통;한집안;일족;살다;주거하다;조정;도성;천자;임금;태자;경(卿);대부(大夫);식읍;자가;학파;학자;전문의 학예·기술에 능통한 사람;자산;값어치
2262	고	家	平	虞	마나님;시어머니
2263	군	宭	平	文	군색하다
2264	궁	宮	平	東	집;궁궐;종묘;신을 위하는 사당;신사(神祠);담;장원(牆垣);두르다;임금의 아내나 첩;오음 음계의 제1음;궁형;마음;절(寺);널;학교
2265	성	宬	平	庚	서고(書庫);장서실
2266	소	宵	平	蕭	밤;야간;작다;닮다;생명주
2267	신	宸	平	眞	집;처마;대궐;궁궐;궁전;하늘;허공
2268	연	宴	去	霰	잔치;술자리;잔치하다;술자리를 베풀다;즐기다;편안하다;편안하게 쉬다
2269	용	容	平	冬	얼굴;모양;모습;몸가짐;담다;받아들이다;남의 말을 들어주다;감싸다;포용하다;용서하다;용량;쉽다;속내;치장하다;조용하다;느긋하다;혹;혹은;어찌;기뻐하다;동의하다;채용하다;여유 있는 모양;움직이다;덮개
2270	용	容	上	腫	날아오르는 모양;날아올라 가는 모양;권하다;권장하다
2271	재	宰	上	賄	벼슬아치;재상;우두머리;장(長);주관하다;관가의 요리를 맡은 요리사;무덤;잡다;도살하다
2272	해	害	去	泰	해치다;해롭게 하다;죽이다;손해;재앙;훼방하다;방해하다;시기하다;질투하다;험조(險阻)한 곳
2273	할	害	入	曷	어찌;어찌 ~하지 않느냐?
2274	구	寇	去	宥	도둑;원수;난리;외적의 침략;약탈하다;침범하다;해치다
2275	기	寄	去	寘	부치다;주다;보내다;맡기다;위탁하다;마음을 붙이다;부탁하다;의뢰하다;전하다;생각하다;마음을 기울이다;의존하다;의지하다;의지;위임;임무;책임;임시 주거;나그네
2276	밀	密	入	質	빽빽하다;촘촘하다;조용하다;고요하다;깊숙하다;그윽하다;숨기다;감추다;숨기고 있는 일;닫다;편안하다;몰래;비밀히;은밀하다;자세하다;꼼꼼하다;가깝다;바르다;자상하다;삼가다;조심하다;노력하다
2277	숙	宿	入	屋	묵다;숙박하다;머무는 집;여관;머무르다;번들다;망설이다;주저하다;오래다;오래되다;숙달한 사람;거듭하다;되풀이하다;미리;일찍;편안하다;지키다;깨끗하게 하다;경계하다
2278	수	宿	去	瑜	성수;별자리
2279	인	寅	平	眞	셋째 지지;삼가다;크다;동료;지하수;나아가다;당기다;끌다
2280	잠	寁	上	感	빠르다;재빨리
2281	첩	寁	入	葉	빠르다;재빨리
2282	적	寂	入	錫	고요하다;쓸쓸하다;평온하다;편안하다;적멸;죽음
2283	채	寀	上	賄	녹봉;녹봉으로 지급되는 토지;벼슬
2284	매	寐	去	寘	잠자다;죽다;곤들매기
2285	병	寎	上	梗	놀라다;자면서 깜짝깜짝 놀라다;잠들다;푹 자다;음력 3월
2286	부	富	去	宥	가멸다;재물이 많고 넉넉하다;풍성하다;성하다;세차다;가득 차서 많다;나이가 아직 젊다;가멸게 하다;넉넉하게 하다;부(富);복(福);행복;몸이 뚱뚱하다
2287	식	寔	入	職	이;이것;참으로;진실로;두다
2288	우	寓	去	遇	머무르다;객지에서 묵다;숙소;여관;객사;붙어 살다;남에게 의지하여 살다;부치다;보내다;맡기다;위탁하다;핑계 삼다;나무 위에서 살거나 혈거(穴居)하는 짐승
2289	침	寑	上	寢	잠자다;자리에 눕다;침실;안방
2290	한	寒	平	寒	차다;차갑다;춥다;떨다;얼다;차게 하다;식히다;괴롭다;고통스럽다;가난하다;쓸쓸하다;적다;말하지 않다;울지 아니하다;물(水);음기;추위;멈추다;그만두다;가득 차다;불에 쬐어 굽다
2291	치	寘	去	寘	두다;일정한 곳에 두다;받아들이다;차다;채우다;다하다
2292	침	寖	平	侵	잠기다;물에 흠뻑 적시다;점점;차차;차츰
2293	강	㝩	平	陽	비다;텅 비다
2294	과	寡	上	馬	적다;수량이 적다;나;임금이 자기 자신을 일컫는 겸칭;주상(主上);홀어미;과부;약하다;돌아보다;가족
2295	구	寠	上	麌	가난하다;작다;조그마하다
2296	루	寠	平	尤	무덤;언덕
2297	녕	寧	平	靑	편안하다;안심시키다;무사하다;문안하다;귀성하다;거상(居喪);복을 입다;공손함;정중함;차라리;어찌;어찌하여;어찌 ~하랴?;곧;그러한데;틀림없이;꼭;곡식이 잘 익은 해
2298	료	寥	平	蕭	쓸쓸하다;휑하다;텅 비다;공허하다;하늘;고요하다
2299	막	寞	入	藥	쓸쓸하다;고요하다;욕심이 없다
2300	실	實	入	質	열매;가득 차다;채우다;곡식이 익다;씨;종자;내용;참으로;진실로;드디어;마침내;바탕;본질;자취;행적;참됨;굳다;튼튼하다;자라다;담다;적용하다;책임을 다하다;실행하다;밝히다;재물;녹봉;공물(貢物);성(姓)
2301	지	實	去	寘	이르다(至)
2302	오	寤	去	遇	깨다;잠에서 깨다;깨닫다;각성하다;꿈
2303	찰	察	入	黠	살피다;주의하여 보다;어떤 현상을 잘 따져 관찰하다;알다;살펴서 알다;조사하다;자세하다;깨끗하다;결백하다;드러나다;밀다;천거하다
2304	채	寨	去	卦	울짱;울타리;작은 성;성채;마을;촌락
2305	침	寢	上	寢	잠자다;잠들다;눕다;누워서 쉬다;앓아눕다;그치다;쉬다;멈추다;사당;방;안방;침실;거실;묘의 뒤 건물;범하다;못생기다;풍채가 볼품 없다
2306	관	寬	平	寒	너그럽다;도량이 크다;넓다;느긋하고 거리낌 없는 모양;온후하다;온화하다;느슨하다;늦추다;떨어지다;멀어지다;불쌍히 여기다;사랑하다;용서하다
2307	료	寮	平	蕭	벼슬아치;동료;집;창;작은 창;작은 집
2308	사	寫	上	馬	베끼다;등초하다;옮겨 놓다;바꿔 놓다;없애다;제거하다;털어내다;흘러들다;배우다;본뜨다;그리다;토하다;걱정하다;근심하다;생각하다
2309	사	寫	去	禡	부리다;내리다;짐을 풀다
2310	심	審	上	寢	살피다;자세하다;상세하다;자세히;상세하게;환히 알다;깨닫다;바루다;정하다;안정시키다;듣다;참으로;정말;틀림없이;만일;만약;성(姓)
2311	반	審	平	寒	돌다;물이 빙빙 돌다
2312	위	寪	上	紙	성(姓);집의 모양;집을 개방해 놓은 모양
2313	혜	寭	去	霽	살피다
2314	준	寯	去	震	모으다;뛰어나다
2315	환	寰	平	刪	기내(畿內);천자가 직할하던 도읍 주변의 영지;천하;인간 세상;궁전의 담;에워싸다
2316	예	寱	去	霽	잠꼬대;놀라다;깜짝 놀라다
2317	총	寵	上	腫	괴다;사랑하다;은혜;첩;영화;영예;높이다;우러러 받들다;교만하다;성(姓)
2318	룡	寵	平	東	현 이름
2319	보	寶	上	皓	보배;보물;화폐;신체;자녀;자식;귀중한 것;보배롭게 여기다;존중하다;숭상하다;소중히 하다;도(道);도리;옥새;상대방에 대한 존칭;불교나 도교에 관련된 일;포로
2320	촌	寸	去	願	마디;치(길이 단위);경맥의 한 부분;조금;약간;마음;헤아리다;촌수
2321	사	寺	去	寘	절
2322	시	寺	去	癡	내시;환관;관청
2323	봉	封	平	冬	봉하다;무덤을 만들다;단을 쌓다;봉지(封地);북돋우다;배양하다;크다;거대하다;경계;경계하다;봉사(封祀);무덤;편지;가멸다;부자;붙다;부착하다;높이다;후하게 하다;땅 넓이의 단위
2324	부	尃	平	虞	펴다;깔다;깔리다
2325	포	尃	去	遇	퍼지다;널리 퍼지다;두루 알리다
2326	사	射	去	禡	궁술;사궁(射弓);산 이름;성(姓)
2327	사	射	入	陌	쏘다
2328	석	射	入	陌	맞히다;쏘아서 적중시키다
2329	야	射	去	禡	벼슬 이름;밤
2330	역	射	入	陌	싫어하다;12율(律)의 하나;또
2331	위	尉	去	未	벼슬;벼슬 이름;위로하다
2332	울	尉	入	物	다리미;다리미로 주름을 펴다;성(姓)
2333	장	將	平	陽	장차;막~하려 하다;어찌;오히려;다만;만약;혹은;이것;무릇;거의;한편;~와(과);함께;~으로써;원하건대;되다;얻다;돕다;지키다;보내다;발전하다;다하다;전하다;행하다;받들다;가지다;기르다;사라지다;좇다;청하다;거스르다;가지런히 하다;크다;길다;곁
2334	장	將	去	漾	장수;인솔자;거느리다;인솔하다
2335	전	專	平	先	오로지;마음대로;멋대로 하다;섞이지 아니하다;홀로;단독으로;독차지하다;하나로 되다;사사로이;다스리다;한 장;차다;가득 차다;무겁다;권세가 많다;성(姓);맡다
2336	단	專	平	寒	둥글다
2337	심	尋	平	侵	찾다;알기 위하여 캐묻다;생각하다;보통;평소;잇다;계승하다;첨가하다;거듭하다;사용하다;치다;토벌하다;미치다;이르다;갑자기;발(두팔을 벌린 길이);자(尺);의지하다
2338	존	尊	平	元	높다;높이다;존경하다;우러러보다;중히 여기다;무겁다;소중하다;높은 사람;관리(官吏);어떤 경향으로 향하다;성(姓)
2339	준	尊	平	元	술통;술단지;따르다;좇다
2340	주	尌	去	遇	세우다;서다;종;하인
2341	대	對	去	隊	대답하다;대하다;짝;배우자;상대;적대자;만나다;같다;동일하다;이루다;소(疏)의 한 체;다스리다
2342	도	導	去	號	이끌다;안내하다;인도하다;유도하다;유인하다;권하다;앞장서다;앞서다;충고하다;소통하다;계몽하다;깨우치다;이루다;다스리다;인도;가르침;교훈;빗치개;고르다;뽑다;행하다;행동으로 옮기다
2343	소	小	上	篠	작다;적다;짧다;낮다;어리다;젊다;협소하다;좁다;가볍게 여기다;첩;삼가다;조금;적게;소인;도량이 좁은 사람;어린이;작은;조그마한;작은 달
2344	소	少	上	篠	적다;약간;조금;얼마간;적다고 여기다;비방하다;깔보다;잠깐;잠시;뒤떨어지다;미미하다;쇠약해지다;줄다;적어지다;결(缺)하다;빠지다
2345	소	少	去	嘯	젊다;어리다;젊은이;어린이;버금;다음;작다;성(姓)
2346	이	尒	上	紙	너;그대;가깝다;가까워지다
2347	첨	尖	平	鹽	뾰족하다;끝이 날카롭다;거칠다;끝;봉우리;산봉우리;꼭대기;정상;작다;좁다;손가락;발가락
2348	상	尙	去	漾	오히려;도리어;바라다;바라건대;높다;높이다;숭상하다;더하다;자랑하다;주관하다;반드시;좋아하다;흠모하다;받들다;꾸미다;강요하다;오래다;옛;전날;짝하다;부부가 되다;위;존중하다;칭찬하다;노력하다;돕다
2349	선	尠	上	銑	적다;드물다
2350	왕	尢	平	陽	절름발이;한쪽 정강이가 굽은 사람;등이 굽고 키가 작은 사람
2351	우	尤	平	尤	더욱;특히;같지 않다;달리하다;멀리 떨어지다;수상하다;괴이하다;훌륭한 사람;너무 심하다;과도하다;허물;문책;책망하다;원망하다;많다;주저하다;가까이 친하게 지내다
2352	개	尬	去	卦	절름발이;바른 자세로 걸을 수 없다
2353	방	尨	平	江	삽살개;섞이다;검은 머리에 흰 머리카락이 희끗희끗 섞인 모양;빛이 얼룩얼룩하다;순색이 아니다;크다
2354	왕	尩	平	陽	절름발이;곱사등이;약하다;절뚝거리다
2355	취	就	去	宥	이루다;나아가다;앞으로 향하여 가다;좇다;따르다;마치다;끝내다;길을 떠나다;돌다;좋다;아름답다;잘;능히;곧;이에;만일;가령
2356	여	就	上	語	관대하다;다급하게 재촉하지 않는 모양
2357	감	尲	平	咸	절뚝거리다;비틀거리다;어긋나다;엇갈리다
2358	퇴	尵	平	灰	들피가 지다;말이 병으로 들피가 지다
2359	시	尸	平	支	주검;시체;시동(신위 대신 교의에 앉히는 아이);효시하다;위패;신주;몸을 엎드리고 손발을 쭉 펴다;주장하다;진(陣);진을 치다;늘어세우다;게을리 하다
2360	윤	尹	上	軫	다스리다;바로잡다;벼슬아치;미쁨;참;광택
2361	척	尺	入	陌	자;길이의 단위;법;법도;길이;편지;작다;조금;맥(脈)의 한 부위;나이 두 살 반;문진(文鎭);서진(書鎭);기술자;증명서
2362	고	尻	平	豪	꽁무니;뒤꽁무니;뒤;맨 끝;뿌리;자리 잡다;엉덩이를 땅에 대다
2363	니	尼	平	支	승려;여승;비구니;산 이름;성(姓)
2364	닐	尼	入	質	그치게 하다;가깝다;가까이 하다
2365	국	局	入	沃	판;판국;일이 벌어진 형편이나 장면;국;관청;어떤 사무를 맡아보는 부서;바둑·장기 등의 승부;재능;도량;구획;굽다;굽히다;웅크리다;말리다(감기다);모임;좀스럽다;웃는 모양
2366	뇨	尿	去	嘯	오줌;소변
2367	미	尾	上	尾	꼬리;짐승의 꼬리;끝;뒤끝;흘레하다;별 이름;마리(물고기를 세는 단위);예쁘다;아름답다;뒤를 밟다;뒤쫓다
2368	비	屁	去	寘	방귀
2369	거	居	平	魚	있다;살다;거주하다;벼슬에 나아가지 아니하다;있는 그대로;앉다;차지하다;자리잡다;평상시;쌓다;저축하다;쌓은 것;자리;거처하는 곳;무덤;살아 있는 사람;법도;까닭;이유;성(姓)
2370	기	居	平	支	어조사
2371	계	屆	去	卦	이르다(至);다다르다;지극하다;다하다;차례;횟수;신고하다;신고서
2372	비	屄	平	微	보지;여자의 음부
2373	시	屎	上	紙	똥
2374	히	屎	平	支	앓다;끙끙거리며 앓다
2375	시	屍	平	支	주검;송장
2376	옥	屋	入	屋	집;지붕;덮개;무거운 형벌로 다스리다;공조(貢租)를 바치게 하는 연대 조합
2377	초	屌	上	篠	자지;남자의 음부
2378	극	屐	入	陌	나막신
2379	서	屖	平	齊	쉬다;휴식하다;굳다;견고하다
2380	설	屑	入	屑	가루;부스러기;부수다;깨끗하다;결백하다;힘쓰다;수고하다;잗달다(인색하다);마음을 쓰다;마음에 두다;업신여기다
2381	전	展	上	銑	펴다;열다;널리 공포하다;말하다;펼쳐지다;늘리다;기한을 미루다;신장하다;발달하다;베풀다;구르다;뒹굴다;살피다;정의를 두터이 하다;적다(記);정돈하다;옷의 이름;참되다
2382	병	屛	平	靑	병풍;울;담;가리다;가려 막다;숨다;은퇴하다;지키다;감싸다;시골
2383	병	屛	平	庚	두려워하다;마음이 불안한 모양;방황하다
2384	병	屛	上	梗	물리치다;제거하다;내쫓다;물러나다;감추다;울이 되다;울이 되어 지켜 주다;죽이다;숨을 죽이다
2385	비	屝	去	未	짚신;숨기다
2386	아	屙	平	歌	뒷간에 가다;대소변을 보다
2387	체	屜	去	霽	언치;안장 밑에 까는 물건;서랍;깔창;구두의 안창
2388	도	屠	平	虞	잡다;짐승을 잡다;무찌르다;가르다;백정;앓다;땅 이름;성(姓)
2389	저	屠	平	魚	흉노 왕의 칭호
2390	루	屢	去	遇	여러;수효가 많은;자주;여러 번;매양;늘;빠르다;빨리;번거롭다;번잡하다
2391	사	屣	上	紙	신;짚신;신으로 여기다;보잘것 없는 것으로 여기다;신을 끌다;신을 끌고 바삐 나오다
2392	리	履	上	紙	신;신을 신다;밟다;발로 밟다;밟으며 걷다;행하다;겪다;경험하다;지위에 오르다;자리에 나아가다;행동;밟는 땅;영토;복;복록;예(禮);괘 이름
2393	층	層	平	蒸	층집;2층 이상으로 지은 집;계단;층층대;층;높다
2394	구	屨	去	遇	신;짚신;신을 신다;자주;여러 번;신발
2395	갹	屩	入	藥	신
2396	교	屩	平	蕭	신
2397	료	屪	平	蕭	자지;남자의 음부
2398	촉	屬	入	沃	잇다;연속하다;붙다;붙이다;부탁하다;맡기다;모이다;모으다;맺다;원한을 맺다;가깝다;권하다;흡족하다;가엾게 여기다;공경하는 모양;기울이다;아뢰다;요즈음
2399	속	屬	入	沃	무리;동아리;한패;혈족;좇다;복종하다;뒤따르다;수행하다;엮다;글을 짓다;벼슬아치;나누다;분류하다;때마침;이제 막
2400	주	屬	去	遇	붓다;쏟아 넣다;술을 따르다
2401	희	屭	去	寘	힘쓰다;힘을 내는 모양;힘이 있는 모양;몹시 세찬 모양
2402	좌	屮	上	哿	왼손
2403	철	屮	入	屑	싹나다;싹트다;싹
2404	초	屮	上	皓	풀
2405	돈	屯	平	元	진치다;군대를 일정한 곳에 모아 수비하다;진(陣);병영;언덕;구릉
2406	준	屯	平	眞	어렵다;어려움에 시달리다;많다;무리를 이루다;견고하다;험난하다;괘 이름;태초;천지개벽의 시초
2407	둔	屯	去	願	성(姓)
2408	산	山	平	刪	메;산;산신;무덤;산의 모양;임금의 상(象);움직이지 아니하다;절(寺)
2409	력	屴	入	職	높이 솟다;산이 높이 솟은 모양;산이 잇달아 솟아 있는 모양
2410	기	屺	上	紙	민둥산;독산(禿山)
2411	올	屼	入	月	민둥산;산이 민둥민둥한 모양;산이 높이 솟은 모양
2412	흘	屹	入	物	산이 우뚝 솟다;산이 험한 모양
2413	급	岌	入	緝	높다;높은 모양;산이 우뚝 솟은 모양;위태로운 모양;급한 모양;성한 모양
2414	기	岐	平	支	갈림길;자라나는 모양;날아가는 모양;산 이름;울퉁불퉁하다;험하다
2415	분	岎	平	文	산이 높다;산이 높은 모양
2416	분	岔	平	文	산이 높다;산이 높은 모양
2417	차	岔	去	禡	갈림길;어긋나다;산과 산이 가닥져 나누어지는 곳
2418	압	岋	入	合	흔들리다;흔들리는 모양
2419	완	岏	平	寒	가파르다;산이 뾰족이 솟은 모양;높다
2420	잠	岑	平	侵	봉우리;산봉우리;높다;높이 솟다;크다;나라 이름;성(姓)
2421	음	岑	上	寢	벼랑;물가의 언덕
2422	절	岊	入	屑	산모롱이;산이 높은 모양
2423	갑	岬	入	洽	산허리;산골짜기;줄지어 잇닿은 모양;곶;갑
2424	강	岡	平	陽	언덕;구릉;산등성이;산봉우리
2425	거	岠	上	語	큰 산;이르다;다다르다;떠나다;떨어지다
2426	구	岣	上	有	산꼭대기;봉우리 이름
2427	대	岱	去	隊	대산;태산(泰山)의 딴 이름;대산을 중심으로 한 지방;크다;큼직하다
2428	령	岭	平	靑	산 이름;산이 깊다;돌 소리
2429	민	岷	平	眞	산 이름;강 이름
2430	불	岪	入	物	산길;산허리를 빙 두른 산길;첩첩하다;산이 겹겹이 둘러싸여 깊숙하다;일어나는 모양
2431	수	岫	去	宥	산굴;암혈;산봉우리;산꼭대기
2432	악	岳	入	覺	큰 산;제후의 맹주;처의 부모
2433	안	岸	去	翰	언덕;물가의 낭떠러지;기슭;강기슭;뛰어나다;높다;높은 곳;높은 지위;층계;계단;옥(獄);소송;소송하다;이마를 드러내다
2434	앙	岟	上	養	후미지다;산이 휘어 돌다;매우 구석지고 으슥하다;산기슭
2435	작	岝	入	藥	산이 높다;산이 높은 모양
2436	저	岨	平	魚	돌산;산 꼭대기는 흙이 덮인 돌산;험하다;가파르다
2437	저	岨	上	語	울퉁불퉁하다;불안하다;편하지 않다
2438	초	岧	平	蕭	산이 높다;산이 높은 모양
2439	타	岮	平	歌	비탈;비탈진 모양;무너지는 모양
2440	파	岥	平	歌	비탈;비탈진 모양;무너지는 모양;고개
2441	혈	岤	入	屑	산굴;산에 있는 굴
2442	호	岵	上	麌	산;민둥산;독산(禿山)
2443	견	岍	平	先	산 이름
2444	동	峒	平	東	산 이름
2445	동	峒	去	送	산굴;만인(蠻人)이 살던 곳
2446	리	峛	上	紙	고개;고갯길;고개 이름;낮은 산줄기가 길게 뻗어 있는 모양
2447	순	峋	平	眞	깊숙하다;산이 첩첩이 싸여 깊은 모양;산이 높고 낮음이 있는 모양
2448	앙	㟅	平	江	가파르다;산이 가파른 모양;험준하다
2449	액	㟯	入	陌	웅장하다;산이 웅장한 모양;산이 높고 낮은 모양
2450	위	峗	平	支	산 이름
2451	외	峗	平	灰	높다;산이 높다
2452	은	峎	上	阮	산 이름;산모롱이;산모퉁이의 휘어 들어간 곳
2453	질	峌	入	屑	높다;정자 등이 높게 서 있다;산이 우뚝 솟은 모양
2454	치	峙	上	紙	우뚝 솟다;언덕;높은 언덕;쌓다;골고루 저장하다;머물다;머물러 살다;서다;우뚝 서다;고개
2455	해	峐	平	灰	민둥산;초목이 자라고 있지 않은 산
2456	노	峱	平	豪	산 이름;개(犬)
2457	도	島	上	皓	섬
2458	봉	峯	平	冬	봉우리;산봉우리;뫼;산;봉우리 모양을 한 것
2459	신	峷	平	眞	짐승 이름;도깨비 이름
2460	아	峨	平	歌	높다;구름 따위가 높이 떠 있다;산이 높고 험한 모양;재;높은 재;위엄이 있다;산 이름
2461	어	峿	上	語	울퉁불퉁하다;불안하다
2462	욕	峪	入	沃	골;골짜기
2463	유	峪	上	遇	산 이름;고을 이름
2464	유	峳	平	尤	유유(??);짐승 이름
2465	은	峾	平	眞	소용돌이치다
2466	준	峻	去	震	높다;높고 크다;산이 높고 험하다;엄하다;엄하고 심하다;길다;자라다;생장하다;훌륭하다;뛰어나다;아름답다
2467	초	峭	去	嘯	가파르다;높고 험하다;엄하다;산뜻한 모양;선명한 모양;시와 문장이 뛰어나다
2468	현	峴	上	銑	재;고개;산 이름
2469	협	峽	入	洽	골짜기;산골짜기;좁다;사이가 좁다;삼협(三峽)의 약칭
2470	거	崌	平	魚	산 이름
2471	고	崓	去	遇	섬;산 이름
2472	공	崆	平	東	산 이름;산이 높은 모양
2473	강	崆	平	江	산이 높고 험하다
2474	굴	崛	入	物	우뚝 솟다;산이 홀로 우뚝 솟다
2475	기	崎	平	支	험하다;산길이 험하다;살길이 험하다
2476	기	崎	平	微	갑;곶
2477	래	崍	平	灰	산 이름
2478	륜	崙	平	元	산 이름;산이 험한 모양
2479	릉	崚	平	蒸	험준하다;산이 높고 첩첩한 모양
2480	붕	崩	平	蒸	무너지다;쇠퇴하다;파괴되다;무너뜨리다;파괴하다;흩어지다;떠나가다;앓다;아파서 괴로워하다;죽다;천자가 죽다
2481	비	崥	上	紙	산기슭
2482	비	崥	平	齊	평평해지다;산이 차츰 평평해지는 모양
2483	숭	崧	平	東	우뚝 솟다;산이 우뚝 솟은 모양;산 이름
2484	숭	崇	平	東	높다;높이;높게 하다;쌓아 올리다;존중하다;우러러 공경하다;소중하게 여기다;모으다;모이다;차다;채우다;마치다;끝나다;숭아(崇牙)의 약칭
2485	애	崖	平	佳	벼랑;낭떠러지;언덕;모;모나다;기슭;경계;지경;교만하다;남과 화합하지 아니하다
2486	엄	崦	平	鹽	산 이름
2487	음	崟	平	侵	험준하다;산이 높고 가파른 모양;봉우리.산봉우리;수효가 많은 모양
2488	잔	㟞	上	潸	험준하다;산이 가파른 모양
2489	쟁	崢	平	庚	가파르다;산이 높고 험한 모양;높은 재;추위가 혹독한 모양;쌓여서 높게 되다
2490	줄	崒	入	質	험하다;산이 높고 험한 모양;무너지다;붕괴되다;서로 스치는 소리
2491	취	崒	去	寘	모이다;모으다
2492	첩	崨	入	葉	산이 높다;산이 높이 솟아 있는 모양
2493	최	崔	平	灰	높다;높고 크다;성(姓)
2494	최	崔	上	賄	섞이다;뒤섞여 얽히다;움직이는 모양
2495	화	崋	共	麻/禡	산 이름
2496	효	崤	平	肴	산 이름
2497	갈	嵑	入	月	비;비석;높이 솟다
2498	감	嵁	平	覃	험준하다;산이 높고 평탄하지 않은 모양;가파르다
2499	감	嵌	平	咸	산이 깊다;산이 깊은 모양;골짜기;깊은 골짜기;굴;동굴;산이 험하다;산이 가파르다
2500	감	嵌	去	陷	끼워 넣다;새기다;아로새기다
2501	참	嵌	上	感	벌리다;쫙 벌린 모양
2502	람	嵐	平	覃	남기;이내(해질 무렵의 푸르스럼한 기운);산 이름;산바람;거센 바람;폭풍우
2503	률	嵂	入	質	가파르다;산이 높고 험한 모양
2504	미	嵄	上	紙	산;메
2505	미	嵋	平	支	산 이름
2506	봉	崶	平	冬	산 이름
2507	악	㟧	入	藥	낭떠러지;벼랑;언덕;높고 험하다
2508	암	嵒	平	咸	바위;가파르다;높이 솟다
2509	언	嵃	上	銑	가파르다;산이 가파른 모양
2510	외	嵔	平	灰	구불구불하다;산이 꼬불꼬불 굽어져 있는 모양;산세가 험준하다
2511	외	嵔	平	微	산 이름
2512	외	崴	平	灰	높다;산이 높고 험한 모양;울퉁불퉁하여 평탄하지 않은 모양
2513	우	嵎	平	虞	산모롱이;구석;높고 험하다
2514	유	崳	平	虞	산 이름;섬 이름
2515	이	崺	上	紙	구릉 이름;산줄기가 낮고 길게 뻗은 모양
2516	종	㚇	平	東	산 이름;많이 모여 있는 산봉우리
2517	추	崷	平	尤	산이 높다;산이 높은 모양
2518	측	崱	入	職	산이 잇닿은 모양;산이 높고 험준한 모양;가지런하지 않은 모양
2519	혜	嵆	平	齊	산 이름
2520	걸	嵥	入	屑	높다;우뚝 솟다
2521	명	㟰	上	迥	산이 높다;산이 높은 모양
2522	숭	嵩	平	東	높다;높고 크다;우뚝 솟다;높이 솟다;산 이름
2523	승	嵊	去	徑	산 이름;고을 이름
2524	승	嵊	平	蒸	역참 이름
2525	외	嵬	平	灰	높다;산이 높고 험하다;평평하지 않은 모양;허망하다;쓸데없다;술병;기이하다
2526	용	嵱	平	冬	산 이름
2527	용	嵱	上	腫	봉우리 이름;산봉우리가 높고 낮게 서 있는 모양
2528	자	嵫	平	支	산 이름;가파르다;산이 높고 험하다
2529	전	嵮	平	先	산꼭대기;막히다;꽉 차서 막히다
2530	차	嵯	平	歌	우뚝 솟다;산이 가파르다
2531	치	嵯	平	支	울쑥불쑥하다;산이 높고 낮고 한 모양
2532	구	嶇	平	虞	험하다;가파르다;산길이 평탄치 않다;괴로워하다;가탈이 많다
2533	료	嵺	平	蕭	우뚝 솟다;산이 우뚝 솟은 모양;골짜기가 깊숙한 모양;넓고 멀다;높다;쓸쓸하다;텅 비고 조용하다;헛되다
2534	료	㟹	平	蕭	산 이름
2535	료	㟹	平	豪	가파르다;산이 가파른 모양;산골짜기가 휑뎅그렁한 모양
