id	pronunciation	character	tone	rhymeCategory	meanings
2536	루	嶁	去	宥	봉우리;산봉우리 이름
2537	루	嶁	上	有	산꼭대기
2538	산	嵼	上	潸	산이 굽어지다;산이 구불구불 뻗은 모양
2539	장	嶂	去	漾	높고 가파른 산;병풍처럼 솟은 봉우리
2540	장	嶈	平	陽	산이 높다;산이 높은 모양;물소리
2541	조	嶆	平	豪	깊다;산이 깊은 모양;산골짜기가 휑뎅그렁한 모양
2542	종	嵷	上	董	산이 홀로 우뚝하다;산이 외롭게 서 있는 모양
2543	송	嵷	上	腫	높고 험하다;산봉우리가 우뚝 솟다
2544	질	嵽	入	屑	높다;산이 높은 모양
2545	체	嵽	去	霽	멀리 잇닿다;산줄기가 멀리 뻗어 있는 모양
2546	참	㠁	平	侵	울쑥불쑥하다;산이 가파르고 높낮이가 고르지 않은 모양
2547	참	嶄	平	咸	높다;높고 가파른 모양;파다;도려내다;빼어나다
2548	교	嶠	去	嘯	뾰족하게 높다;뾰족하게 높은 산;산길;악곡 이름;고개;산마루
2549	귀	嶡	去	霽	우뚝 솟다;산이 우뚝 솟은 모양
2550	궐	嶡	入	月	도마;네 발이 달린 도마
2551	금	嶔	平	侵	높고 험하다;산이 몹시 높고 가파른 모양
2552	단	㠆	平	寒	외딴 산;외롭게 솟은 산
2553	저	㠆	平	齊	산 이름
2554	동	㠉	平	東	민둥산;산의 모양
2555	등	嶝	去	徑	고개;나지막한 고개;비탈길;오르막길
2556	료	嶚	平	蕭	높다;산이 높은 모양
2557	린	嶙	上	軫	가파르다;산이 가파른 모양
2558	린	嶙	平	眞	벼랑이 깊숙한 모양
2559	요	嶢	平	蕭	높다;산이 높은 모양;높고 멀다;위태로운 모양;관(關) 이름;산 이름;메마르다
2560	준	嶟	平	眞	가파르다;산이 가파르고 뾰족하게 솟은 모양
2561	증	嶒	平	蒸	산이 높고 험하다;산이 높고 험한 모양
2562	초	嶕	平	蕭	높다;산이 높고 험한 모양;산꼭대기;산정
2563	침	嶜	平	侵	가파르다;산봉우리가 뾰족하게 솟아 험하다
2564	타	嶞	上	哿	산이 높다;좁고 길게 뻗은 산
2565	갈	嶱	入	曷	산이 험하다;산의 돌이 높고 험한 모양
2566	알	嶭	入	曷	높다;산이 험준하다
2567	업	嶪	入	葉	높고 험하다;산이 험준한 모양
2568	역	嶧	入	陌	산 이름;죽 잇닿아 있는 산
2569	의	嶬	上	紙	산이 높다;산이 높은 모양
2570	학	嶨	入	覺	돌산;석산;돌이 많은 산
2571	해	嶰	上	蟹	골짜기;산골짜기;산골짜기 이름
2572	령	嶺	上	梗	재;산마루의 고개;산봉우리;연산(連山);오령(五嶺)의 약칭;산맥
2573	서	嶼	上	語	섬;작은 섬
2574	악	嶽	入	覺	큰 산;높은 산;오악(五嶽)의 총칭;대신(大臣)·제후를 이르는 말
2575	영	嶸	平	庚	가파르다;험하다
2576	은	嶾	上	吻	산이 높다;산이 높은 모양
2577	의	嶷	平	支	산 이름
2578	억	嶷	入	職	높다;알다;어린 아이가 영리하다
2579	찰	巀	入	曷	산 이름
2580	절	巀	入	屑	산이 험하다;산이 높고 험한 모양
2581	롱	巃	平	東	가파르다;산이 가파른 모양;높다;산이 높은 모양;자욱하다;산 이름
2582	영	巊	上	梗	어둡다;짙어서 어둡다;산이 높다
2583	참	巉	平	咸	가파르다;높고 험하다
2584	귀	巋	平	支	험준하다;높고 가파른 모양
2585	귀	巋	去	寘	홀로 우뚝 선 모양
2586	외	巍	平	微	높다;높고 큰 모양
2587	만	巒	平	寒	작은 산;길게 뻗은 좁은 산;산봉우리;산등성이
2588	전	巓	平	先	산꼭대기;산정(山頂);머리;떨어지다;떨어뜨리다;오로지
2589	찬	巑	平	寒	높이 솟다;높이 뾰족하게 솟은 모양
2590	암	巖	平	咸	바위;가파르다;험하다;낭떠러지;벼랑;굴;석굴;험준하다;높다
2591	헌	巘	上	銑	봉우리;산봉우리;낭떠러지;벼랑;가파르다;험하다
2592	천	川	平	先	내;개천;물귀신;굴;팬곳;들판;평원;느릿한 모양;무겁게 움직이는 모양;사천성(四川省)의 약칭
2593	주	州	平	尤	고을;행정구역의 단위;섬;모래톱;마을;동네;나라 이름;모이다
2594	경	巠	平	靑	지하수;물이 질펀하게 흐르는 모양
2595	순	巡	平	眞	돌다;어루만지다;위로하다;널리 돌아다니다
2596	소	巢	平	肴	집;새의 보금자리;짐승·벌레·가축·물고기 들의 집;사람의 집;깃들이다;보금자리를 짓다;모이다;무리짓다;악기 이름;완두;사람 이름
2597	공	工	平	東	장인(匠人);공교하다;교묘하다;일;악인(樂人);벼슬아치;점쟁이;공(功)
2598	거	巨	上	語	크다;많다;거칠다;조악하다;어찌;자;곡척
2599	교	巧	上	巧	공교하다;솜씨가 있다;잘하다;재치가 있다;날렵하다;공교하게;기묘하게;예쁘다;아름답다;기교;재주;기능;계교;꾀;거짓;꾸밈;겉치레;꾸미다;교묘하게 꾸미다
2600	좌	左	上	哿	왼;왼쪽;왼손;곁;왼쪽으로 하다;멀리하다;싫어하다;내리다;아래에 두다;낮추다;그르다;어긋나다;증거;증거를 대다;돕다
2601	무	巫	平	虞	무당;산 이름;의사;사리에 어긋나다;터무니없다
2602	차	差	平	麻	어긋나다;일치하지 않다;엇갈리다;마음이 맞지 않다;두 마음을 가지다;실수;잘못;틀림;실수하다;틀리다;지나다;지나치다;엇갈리다;나머지;비뚤어지다;비스듬하다;탄식하다
2603	치	差	平	支	차별;구분;등급을 매기다;나란히 하다;층지다;가지런하지 않다;부족하다;모자라다
2604	차	差	平	佳	참람하다;거만하게 굴다;보내다;파견하다;부리다;사역하다;심부름 가는 벼슬아치;겸관(兼官);산법(算法)의 이름;성(姓)
2605	차	差	去	卦	낫다;병이 낫다;조금;약간
2606	기	己	上	紙	자기;자기 자신;자아;몸;사욕;여섯째 천간;다스리다;어세를 고르는 조사
2607	사	巳	上	紙	여섯째 지지;삼짇날;자식;태아;일어나다;잇다;계승하다;평온해지다;지키다;수호하다;복;행복;이미;이전에;벌써
2608	이	已	上	紙	이미;벌써;말다;그치다;그만두다;끝나다;버리다;버려두다;뿐(단정);매우;대단히;너무;조금 있다가;낫다;병이 낫다;용서하지 않다;쓰다;이(이것);아!(감탄);반드시
2609	파	巴	平	麻	땅 이름;파조(巴調)의 약칭;대사(大蛇)의 한 가지
2610	근	卺	上	吻	술잔;합환주를 따르는 술잔;따르다;삼가다;순종하다
2611	항	巷	去	絳	거리;골목;궁궐 안의 통로나 복도;마을;동네;문 밖
2612	손	巽	去	願	손괘;동남쪽;유순하다;공순하다;사양하다
2613	건	巾	平	眞	수건;건;두건;헝겊;피륙;행주;공포(功布);책을 넣어 두는 상자;덮다;입히다
2614	불	巿	入	物	슬갑;앞치마
2615	발	巿	入	曷	무성하다;초목이 무성한 모양
2616	잡	帀	入	合	두르다;빙 두르다;한 바퀴 빙 돌다;두루;널리;벌(옷이나 그릇 단위)
2617	시	市	上	紙	저자;시장;시가;장사;거래;매매;장사하다;거래하다;벼슬 이름;팔다;사다;벌다;돈벌이를 하다;행정구획의 단위
2618	포	布	去	遇	베;피륙의 총칭;돈;화폐;펴다;넓게 깔다;널리 알리다;널리 실시하다;진을 치다;흩다;흩어지다;베풀다;나누어 주다;벌여놓다;널리 알리는 글;별을 위하는 제사를 올리다
2619	범	帆	平	咸	돛;돛단배
2620	범	帆	去	陷	돛을 달다;돛을 달아서 배를 나아가게 하다
2621	파	帊	去	禡	쓰개(머리에 쓰는 것);휘장;베;피륙
2622	희	希	平	微	바라다;기대하다;바라보다;사모하다;구하다;드물다;희소하다;성기다;멀다;수를 놓은 옷;고요하다;조용하다;흩어지다;베풀다;마르다;갈다;문지르다
2623	렴	帘	平	鹽	주막 기(주막의 표지)
2624	말	帓	入	曷	머리띠;수건;버선
2625	말	帕	入	曷	머리띠;머리동이;싸다;싸서 매다
2626	파	帕	去	禡	휘장;물건을 싸는 헝겊
2627	백	帛	入	陌	비단;견직물;예물로 보내는 비단;풀 이름
2628	불	帗	入	物	모직;모직물;앞치마;춤출 때 손에 드는 오색기
2629	질	帙	入	質	책갑;책가위;책의 권수의 차례;책;여러 권으로 된 책의 한 벌
2630	첩	帖	入	葉	표제;주련;휘장;편지;어음;증서;장부;수첩;법첩;첩(한약 한 봉지);책;과녁의 표지로 쓰는 헝겊;명함;명찰;붙다;붙이다;정하다;정해지다;좇다;따르다;드리우다;늘어뜨리다;편안하다;벽보;쪽지
2631	추	帚	上	有	비(쓰는 비);쓸다;쓸어서 깨끗하게 하다;별 이름
2632	탕	帑	上	養	금고;곳집
2633	노	帑	平	虞	처자;자손;새의 꼬리;포로;수컷
2634	피	帔	去	寘	치마;배자;소매 없는 웃옷;수건;손수건
2635	갑	帢	入	洽	모자
2636	권	帣	去	霰	자루
2637	견	帣	上	銑	멜빵
2638	녀	帤	平	魚	걸레;활의 몸에 덧대는 나무
2639	수	帥	去	寘	장수;군대의 장군;통솔자;인솔자;우두머리
2640	솔	帥	入	質	거느리다;앞장서다;인도하다;좇다;따르다;바루다;바르게 하다;모이다;모여들다
2641	역	帟	入	陌	장막
2642	예	帠	去	霽	법;법칙;법도
2643	제	帝	去	霽	임금;천자;하느님;오제(五帝)의 약칭;크다
2644	군	帬	平	文	치마;치맛자락;속옷;내복;조끼;배자
2645	사	師	平	支	스승;선생;임금의 스승;전문적인 기예를 닦은 사람;스승으로 삼다;모범으로 삼다;따르다;신의 칭호;군사;군대;64괘의 하나;여러;많은 사람;많다;벼슬아치;악관(樂官);기준으로 삼고 따르다;사자;군대가 주둔하다
2646	석	席	入	陌	자리;직위;지위;깔다;자리를 깔다;앉음새;자리에 앉는 법;베풀다;벌이다;벌여 놓다;의뢰하다;믿고 의지하다;돛
2647	세	帨	去	霽	수건;닦다;손을 닦다
2648	첩	㡇	入	葉	깃;깃의 끝;옷깃의 끝
2649	대	帶	去	泰	띠;띠다;끈이나 띠를 두르다;어떤 물건을 몸에 지니다;차다;허리에 차다;두르다;데리다;붙어다니다;꾸미다;장식하다;뱀
2650	병	帡	平	靑	장막
2651	상	常	平	陽	항상;늘;언제나;일정하다;평일;떳떳하다;법;불변의 도;보통;법도;관례;정해진 바;운(運);천체의 운행;일찍이;옛날에;길이의 단위;산앵도나무;조금;기(旗);헤매는 모양;머뭇거리는 모양;대개;대체로;점괘
2652	업	㡋	入	葉	두건;머리띠
2653	유	帷	平	支	휘장;수레에 치는 씌우개;널에 치는 씌우개
2654	장	帳	去	漾	휘장;군막;천막;유목민의 집;공책;장부;장(휘장 등을 세는 단위)
2655	흡	㡊	入	洽	모자
2656	도	帾	上	麌	기(旗);기에 새긴 표지;솜옷;핫옷
2657	모	帽	去	號	모자;사모(紗帽);두건
2658	악	幄	入	覺	휘장;천막;군막;막을 쳐 놓은 곳
2659	위	幃	平	微	휘장;향낭;향 주머니;부인의 정복
2660	정	幀	去	敬	그림 족자;비단에 그린 그림;그림틀;수틀;책의 겉장이나 싸개
2661	폭	幅	入	屋	폭;너비;도량;넓이;가;가장자리;천;포백(布帛)
2662	핍	幅	入	職	행전(行纏);바짓가랑이 위를 둘러싸는 물건;붙이다
2663	후	帿	平	尤	과녁;활터에 세운 과녁판
2664	가	幏	去	禡	세포(稅布)
2665	등	幐	平	蒸	향낭;향 주머니;주머니;자루
2666	멱	幎	入	錫	덮다;덮어 씌우다;물건을 덮는 보;가리개;평평한 모양;고른 모양
2667	반	幋	平	寒	횃댓보(횃대에 옷을 걸쳐 놓고 그 위에 덮어 치는 보);머리 꾸미개
2668	황	幌	上	養	휘장;포장;덮개;술집에 세운 기;간판
2669	귁	幗	入	陌	머리 장식;부인들이 머리에 쓰는 꾸미개;부인들이 상중에 쓰는 쓰개
2670	막	幕	入	藥	막;장막;천막;임시로 지은 막;가로막;진(陣);진영;장군의 군막;군사·관직에 관한 일을 처리하는 곳;덮다;덮어 가리다;사막;모래 벌판;팔뚝 받침;바르다;칠하다
2671	만	幕	去	翰	막;휘장;화폐의 뒷면
2672	만	幔	去	翰	막;천막;휘장;장식이 없는 수레
2673	삼	幓	平	侵	수레 휘장;수레 휘장에 달아 놓은 장식품이 늘어진 모양;옷 따위가 차랑차랑 늘어진 모양
2674	삼	幓	平	咸	깃발
2675	조	幓	平	蕭	머리띠
2676	책	幘	入	陌	건;머리띠;머리쓰개;꼬대기;정수리;고르게 난 이가 아름답다
2677	휘	幑	平	微	표기;표지를 한 기
2678	경	幜	上	梗	비단;장옷;밝다;빛나다
2679	당	幢	平	江	기(旗);의장이나 군에서 지휘용으로 쓰는 기;막(幕);휘장;덮개;군대 편성의 한 단위(1幢:병사 100명)
2680	동	幢	平	東	드리워진 모양;새털·천 같은 것이 늘어진 모양
2681	무	幠	平	虞	덮다;보;덮어 싸는 것;크다;큰 모양;깔보다;업신여기다
2682	번	幡	平	元	기(旗);표기;나부끼다;펄럭이다;먹걸레;먹수건;마음을 돌리다;마음을 고쳐 먹다;장부
2683	복	幞	入	沃	건;보자기
2684	치	幟	去	寘	기(旗);표기;표로 세워 보이는 기;표지;표적
2685	폐	幣	去	霽	비단;예물;신에게 예물로 바치는 비단;폐백;돈;재물;재화;상사(喪事)에 보내어 조의를 표시하는 물건;공용(公用)에 지급한 물건의 나머지;해지다
2686	멱	幦	入	錫	수레 덮개
2687	분	幩	平	文	재갈 장식
2688	조	幧	平	蕭	머리띠;머리에 감는 헝겊;망건
2689	첨	幨	平	鹽	휘장;커튼;수레에 둘러친 휘장;화살을 막기 위해 치는 휘장;끊다;단절하다
2690	첨	幨	去	豔	옷깃
2691	몽	幪	平	東	덮다;덮어씌우다;건;머리띠
2692	몽	幪	上	董	무성한 모양
2693	방	幇	平	陽	돕다;보좌하다;패거리;패;동업 조합;동향(同鄕) 상인들의 단체
2694	주	幬	平	尤	휘장;커튼;모기장;수레바퀴에 씌운 가죽
2695	도	幬	平	豪	덮다;덮어 가리다
2696	멸	幭	入	屑	덮개;덮어 씌우는 것의 총칭
2697	주	幮	平	虞	휘장;장막·커튼·모기장 따위의 총칭
2698	헌	幰	上	阮	수레 포장;수레에 둘러치는 휘장
2699	란	幱	平	寒	내리닫이;상하가 이어진 옷;난간
2700	간	干	平	寒	방패;범하다;법·규칙 등을 위반하다;질서를 어지럽히다;어떤 죄를 저지르다;막다;방어하다;구하다;요구하다;간여하다;참여하다;헛되다;물가;산골;계곡;말리다;과녁;천간;국도(國都)
2701	안	干	去	翰	주사(朱砂);새앙
2702	평	平	平	庚	평평하다;다스리다;바르다;곧다;바로잡다;평정하다;정벌하다;화목하다;화친하다;고르다;편안하다;무사하다;쉽다;손쉽다;보통;들판;표준;이루어지다;정하다;갖추어지다;정리되다;산제(山祭);사사로움이 없다
2703	편	平	平	先	나누다;골고루 다스려지다
2704	견	幵	平	先	평평하다;오랑캐 이름;산 이름
2705	년	年	平	先	해;나이;연령;새해;신년;익다;오곡이 잘 익다;풍년들다;콧마루;사격(四格)의 하나
2706	녕	年	去	徑	아첨하다;사람 이름
2707	병	幷	平	庚	어우르다;하나로 합하다;모으다;어울리다;하나가 되다;함께;함께 하다;주(州)의 이름;종려나무
2708	병	幷	去	敬	나란히 하다;버리다;물리치다;치우다;갈무리하다
2709	행	幸	上	梗	다행;행복;다행하다;운이 좋다;바라다;희망하다;요행;거둥;임금의 외출;다행히;운좋게;좋아하다;즐기다;기뻐하다;은총;임금이 사랑하다;행복을 주다;은혜를 베풀다;가엾게 여기다
2710	간	幹	去	翰	줄기;기둥;몸;뼈대;체구;근본;본질;주체;재능;기량;옆구리;바탕;화살대;떠맡다;맡아서 처리하다;일;맡은 일;강하다;굳세다;뛰어나다;빼어나다;주된;중심의;중요한;10간(干);마을
2711	간	幹	平	寒	귀틀;우물 위에 나무로 '井'자 모양으로 짜서 설치한 난간
2712	관	幹	上	旱	주관하다;관장하다
2713	요	幺	平	蕭	작다;어리다;하나;어둡다;그윽하다
2714	환	幻	去	諫	변하다;변하여 바뀌다;미혹하다;어지럽히다;허깨비;요술
2715	유	幼	去	宥	어리다;어린아이;사랑하다;작다
2716	요	幼	去	嘯	그윽하다;시원하다;어둡다;희미하다;아리땁다
2717	유	幽	平	尤	그윽하다;미묘하다;숨다;멀다;아득하다;어둡다;가두다;갇히다;조용하다;고요하다;귀신;저승;어두운 곳;검다;검은빛;마음;음(陰);밤(夜);달;암컷;무형;피(血);주(州) 이름
2718	기	幾	平	微	기미;낌새;조짐;징조;거의;위태하다;위태롭다;바라건대;원하건대;바라다;원하다;가깝다;가까워지다;조용히;조용하고 공손하게;기동;기틀;요령;때;기회;살피다;시작하다;다하다;언저리
2719	기	幾	上	尾	몇;얼마;어느 정도;자주;종종;어찌
2720	엄	广	上	琰	집;마룻대;한자 부수(엄호)
2721	비	庀	上	紙	다스리다;갖추다;구비하다
2722	측	庂	入	職	돈 이름;적측(赤庂);한대(漢代)의 화폐
2723	장	庄	平	陽	농막;전장
2724	팽	庄	平	庚	평평하다
